2375,"10 SHORE BOULEVARD, New York City, NY, ",No_Match,,,,,,,,,
1043,"220 EAST 65 STREET, New York City, NY, ",Match,Exact,"220 E 65TH ST, NEW YORK, NY, 10065","-73.96329,40.765068",59657532,R,36,61,11800,8000
2374,"3145 BRIGHTON 4 STREET, New York City, NY, ",No_Match,,,,,,,,,
1042,"200 EAST 65 STREET, New York City, NY, ",Match,Exact,"200 E 65TH ST, NEW YORK, NY, 10065","-73.96367,40.76523",59657532,R,36,61,11800,8000
2373,"3111 OCEAN PARKWAY, New York City, NY, ",No_Match,,,,,,,,,
1041,"1225 2 AVENUE, New York City, NY, ",Match,Exact,"1225 2ND AVE, NEW YORK, NY, 10065","-73.96195,40.76391",59657547,L,36,61,11800,8000
2372,"728 OCEAN VIEW AVENUE, New York City, NY, ",No_Match,,,,,,,,,
1040,"200 EAST 61 STREET, New York City, NY, ",Match,Exact,"200 E 61ST ST, NEW YORK, NY, 10065","-73.96549,40.762726",59657478,R,36,61,11000,3001
2371,"93 WYCKOFF AVENUE, New York City, NY, ",No_Match,,,,,,,,,
2370,"120 OCEAN VIEW AVENUE, New York City, NY, ",No_Match,,,,,,,,,
1039,"250 EAST 60 STREET, New York City, NY, ",Match,Exact,"250 E 60TH ST, NEW YORK, NY, 10022","-73.96499,40.761692",59657474,R,36,61,11000,3002
1038,"205 EAST 59 STREET, New York City, NY, ",Match,Exact,"205 E 59TH ST, NEW YORK, NY, 10022","-73.966324,40.761448",59657514,L,36,61,11000,3002
2369,"3064 CONEY ISLAND AVENUE, New York City, NY, ",No_Match,,,,,,,,,
1037,"220 EAST 60 STREET, New York City, NY, ",Match,Exact,"220 E 60TH ST, NEW YORK, NY, 10022","-73.96557,40.761936",59657474,R,36,61,11000,3002
2368,"727 OCEAN VIEW AVENUE, New York City, NY, ",No_Match,,,,,,,,,
1036,"179 EAST 78 STREET, New York City, NY, ",Match,Exact,"179 E 78TH ST, NEW YORK, NY, 10075","-73.95846,40.773888",59657402,L,36,61,14000,3000
2367,"2964 BRIGHTON 6 STREET, New York City, NY, ",No_Match,,,,,,,,,
